Pesel;Nazwisko;Imie;Plec;Wiek
p08290507812;Winiarski;Szymon;chlopiec;4
p08210602847;Wisniewska;Magda;dziewczynka;4
p08271500300;Wisniewska;Nikola;dziewczynka;4
p08210108534;Wisniewski;Adrian;chlopiec;4
p08212308598;Wisniewski;Antoni;chlopiec;4
p08231409636;Wisniewski;Filip;chlopiec;4
p08270806995;Wisniewski;Jakub;chlopiec;4
p08293000756;Wisniewski;Nikodem;chlopiec;4
p08261002399;Wit;Tomasz;chlopiec;4
p08241306293;Witczak;Bruno;chlopiec;4
p08213102481;Witka;Maja;dziewczynka;4
p08321000563;Wlodarczyk;Malgorzata;dziewczynka;4
p08320901100;Wlodarczyk;Wiktoria;dziewczynka;4
p08222404943;Wnuczynska;Zuzanna;dziewczynka;4
p08260108522;Wodynska;Dorota;dziewczynka;4
p08310702854;Wojciechowski;Maksymilian;chlopiec;4
p08241411090;Wojciechowski;Mikolaj;chlopiec;4
p08261102747;Wojda;Wiktoria;dziewczynka;4
p08272505809;Wojda;Wiktoria;dziewczynka;4
p08241805891;Wojno;Cyprian;chlopiec;4
p08301302304;Wojtkunska;Barbara;dziewczynka;4
p08231501345;Wrona;Julia;dziewczynka;4
p08310900542;Wroblewska;Liwia;dziewczynka;4
p08291801274;Wyrwicki;Filip;chlopiec;4
p08303000569;Wysocka;Aniela;dziewczynka;4
p08211401452;Wysocki;Dariusz;chlopiec;4
p08320602025;Zabrocka;Zuzanna;dziewczynka;4
p08272707737;Zagrodzki;Tomasz;chlopiec;4
p08262304001;Zajac;Anastazja;dziewczynka;4
p08311107443;Zajac;Marta;dziewczynka;4
p08310601382;Zakrzewska;Zuzanna;dziewczynka;4
p08232001738;Zantkiewicz;Natan;chlopiec;4
p08231504218;Zawislak;Bartosz;chlopiec;4
p08321202668;Zawislak;Zuzanna;dziewczynka;4
p08241508244;Zabek;Martyna;dziewczynka;4
p08261806443;Zdanowska;Antonina;dziewczynka;4
p08292600995;Zielentarski;Andrzej;chlopiec;4
p08252101041;Zorn;Natalia;dziewczynka;4
p08220101729;Zwolinska;Martyna;dziewczynka;4
p08311704473;Zygadlowicz;Pawel;chlopiec;4
p08242811912;Zabka;Karol;chlopiec;4
p08211502689;Zeleznik;Emilia;dziewczynka;4
p08282606143;Zylinska;Hanna;dziewczynka;4
p09251007321;Adamczyk;Julia;dziewczynka;3
p09311204109;Adamiak;Wiktoria;dziewczynka;3
p09231813218;Adamik;Pawel;chlopiec;3
p09320905187;Adamowicz;Weronika;dziewczynka;3
p09300701507;Adamska;Adrianna;dziewczynka;3
p09311904610;Aftanas;Dawid;chlopiec;3
p09250708841;Aftanska;Nadia;dziewczynka;3
p09270110457;Aleksandrowicz;Antoni;chlopiec;3
p09232108258;Aleksandrowicz;Jakub;chlopiec;3
p09291405321;Aleksandrowicz;Kaja;dziewczynka;3
p09230305589;Aleksiejczyk;Julia;dziewczynka;3
p09272103172;Aleszewicz;Aleksander;chlopiec;3
p09302201357;Andrzejczak;Oliver;chlopiec;3
p09312301973;Andrzejczak;Sebastian;chlopiec;3
p09280702084;Andrzejewska;Berenika;dziewczynka;3
p09231008177;Aniol;Antoni;chlopiec;3
p09251206768;Aniol;Karolina;dziewczynka;3
p09231902624;Antonowicz;Alicja;dziewczynka;3
p09231805361;Antonowicz;Paulina;dziewczynka;3
p09292403090;Antoszek;Mateusz;chlopiec;3
p09273003853;Arent;Szymon;chlopiec;3
p09300407151;Arent;Szymon;chlopiec;3
p09222305982;Arentowicz;Amelia;dziewczynka;3
p09211410314;Arentowicz;Natan;chlopiec;3
p09231103698;Arszynski ;Wiktor;chlopiec;3
p09242205055;Augustyniak;Cyprian;chlopiec;3
p09283101569;Augustyniak;Malwina;dziewczynka;3
p09282406351;Babraj;Filip;chlopiec;3
p09221402888;Baj;Zofia;dziewczynka;3
p09251106686;Bajera;Marcelina;dziewczynka;3
p09232504832;Bajtala;Szymon;chlopiec;3
p09252010869;Banacka;Ewa;dziewczynka;3
p09221408679;Banaczyk;Bartosz;chlopiec;3
p09322805690;Banasiak;Jakub;chlopiec;3
p09262803873;Banasik;Tomasz;chlopiec;3
p09300804804;Banaszynska;Antonina;dziewczynka;3
p09321000010;Banczyk;Jan;chlopiec;3
p09242307047;Banka;Eryka;dziewczynka;3
p09270306720;Bankowska;Malgorzata;dziewczynka;3
p09261206110;Baranczak;Kosma;chlopiec;3
p09272304993;Baranski;Bartlomiej;chlopiec;3
p09212305097;Baranski;Filip;chlopiec;3
p09242302219;Baranski;Karol;chlopiec;3
p09242102994;Bareja;Aleksander;chlopiec;3
p09252203177;Bartosiak;Blazej;chlopiec;3
p09262800863;Bartoszewicz ;Wiktoria;dziewczynka;3
p09252101468;Baryla ;Natalia;dziewczynka;3
p09283004398;Baszuro;Igor;chlopiec;3
p09210301460;Batruch;Angelika;dziewczynka;3
p09271206760;Bauer;Pola;dziewczynka;3
p09300509723;Bazylewicz;Julia;dziewczynka;3
p09282205820;Bazylewicz;Kornelia;dziewczynka;3
p09221007069;Bednarczyk;Lena;dziewczynka;3
p09251704952;Bednarczyk;Mateusz;chlopiec;3
p09323007190;Bednarczyk;Michal;chlopiec;3
p09311100337;Bednarz;Tymon;chlopiec;3
p09321607088;Bednik;Antonina;dziewczynka;3
p09290902423;Bedynek;Emilia;dziewczynka;3
p09231502787;Belchnerowska;Katarzyna;dziewczynka;3
p09310408399;Belchnerowski;Tomasz;chlopiec;3
p09252810735;Bereda;Filip;chlopiec;3
p09231606627;Berenc;Roza;dziewczynka;3
p09311209388;Berendt;Agata;dziewczynka;3
p09300205292;Beresniewicz;Rafal;chlopiec;3
p09292909312;Bernas;Adam;chlopiec;3
p09310208470;Bernas;Szymon;chlopiec;3
p09272304801;Bernhardt;Lena;dziewczynka;3
p09251408344;Bialas;Milena;dziewczynka;3
p09240610282;Bialas;Zofia;dziewczynka;3
p09302003270;Bialaszewski;Mateusz;chlopiec;3
p09220709603;Bialkowska;Emili;dziewczynka;3
p09240803903;Bialous;Maja;dziewczynka;3
p09240105227;Bialowas;Gabriela;dziewczynka;3
p09211401961;Biedrzycka;Paulina;dziewczynka;3
p09281804563;Biegacz;Natalia;dziewczynka;3
p09240910238;Bielawski;Julian;chlopiec;3
p09301400511;Bielec;Rafal;chlopiec;3
p09281501286;Bielecka;Oliwia;dziewczynka;3
p09222807842;Bieniecka;Hanna;dziewczynka;3
p09310408412;Bieniek;Szymon;chlopiec;3
p09290600949;Bienkowska;Martyna;dziewczynka;3
p09220400368;Bigott;Maja;dziewczynka;3
p09240809985;Bilinska;Izabela;dziewczynka;3
p09271805945;Bloch;Julia;dziewczynka;3
p09251508174;Blazejewski;Krystian;chlopiec;3
p09313003607;Blazynska;Magdalena;dziewczynka;3
p09282804791;Bober;Michal;chlopiec;3
p09291801431;Bogucki;Hubert;chlopiec;3
p09262403608;Boguniecka;Jagoda;dziewczynka;3
p09261003342;Bohun;Zuzanna;dziewczynka;3
p09312902686;Bojanowska;Lena;dziewczynka;3
p09242706464;Bojanowska;Zuzanna;dziewczynka;3
p09300807395;Bojarski;Grzegorz;chlopiec;3
p09291900550;Bojas;Michal;chlopiec;3
p09323004715;Boniecki;Kuba;chlopiec;3
p09211601408;Boniewicz;Sandra;dziewczynka;3
p09280407835;Borkowski;Mateusz;chlopiec;3
p09270901833;Borucki;Adam;chlopiec;3
p09262309577;Borucki;Pawel;chlopiec;3
p09311309125;Borusiak;Michalina;dziewczynka;3
p09291101050;Bozewicz;Olivier;chlopiec;3
p09213001244;Brankiewicz;Martyna;dziewczynka;3
p09281705222;Braun;Maria;dziewczynka;3
p09231205567;Brodowska;Klara;dziewczynka;3
p09230106807;Brodzicka;Alicja;dziewczynka;3
p09252701521;Broszczak;Ines;dziewczynka;3
p09262300431;Bruszkiewicz;Aleks;chlopiec;3
p09312103001;Brzoskowska;Paulina;dziewczynka;3
p09271001402;Buczyk;Malgorzta;dziewczynka;3
p09252900883;Buczynska;Julia;dziewczynka;3
p09220403552;Bujacz;Jakub;chlopiec;3
p09320805814;Bujak;Mikolaj;chlopiec;3
p09310608072;Bujak;Olaf;chlopiec;3
p09322202893;Bujalski;Jan;chlopiec;3
p09292200796;Burgraff;Blazej;chlopiec;3
p09300208257;Burski;Olaf;chlopiec;3
p09242304921;Bury;Helena;dziewczynka;3
p09300911351;Burza;Ksawery;chlopiec;3
p09211003583;Butowska;Agata;dziewczynka;3
p09321104844;Cejmer;Anna;dziewczynka;3
p09252710516;Celmer;Kryspin;chlopiec;3
p09241108298;Cendal;Jan;chlopiec;3
p09270901918;Cenecki;Krystian;chlopiec;3
p09241804521;Ceplin;Oliwia;dziewczynka;3
p09322304465;Chmielewska;Gaja;dziewczynka;3
p09280810280;Chmielewska;Wiktoria;dziewczynka;3
p09222504725;Chmielewska;Zofia;dziewczynka;3
p09252500984;Chmielowiec;Maria;dziewczynka;3
p09321103560;Chmielowska;Nina;dziewczynka;3
p09271102929;Chmielowska;Zofia;dziewczynka;3
p09322504612;Chmura;Filip;chlopiec;3
p09281906944;Chojnacka;Julia;dziewczynka;3
p09230801252;Cholewa;Jan;chlopiec;3
p09300704821;Chorebala;Maja;dziewczynka;3
p09302007748;Chorebiewska;Amelia;dziewczynka;3
p09241701422;Chorobinsk;Natalia;dziewczynka;3
p09221602639;Chrzanowski;Jakub;chlopiec;3
p09270105190;Chrzastowski;Andrzej;chlopiec;3
p09270603698;Chudzik;Jan;chlopiec;3
p09290902867;Chudzik;Laura;dziewczynka;3
p09261109093;Chwialkowski;Mikolaj;chlopiec;3
p09301806188;Chylinska;Halszka;dziewczynka;3
p09302106218;Chylinski;Szymon;chlopiec;3
p09210904298;Chylinski;Wiktor;chlopiec;3
p09310302570;Chyla;Jakub;chlopiec;3
p09322905758;Cicherski;Jan;chlopiec;3
p09282110968;Cichosz;Ewa;dziewczynka;3
p09250109192;Cichowicz;Filip;chlopiec;3
p09212601384;Cichowicz;Natalia;dziewczynka;3
p09221901387;Cichy;Amelia;dziewczynka;3
p09241903688;Cichy;Amelia;dziewczynka;3
p09212802136;Ciesielski;Piotr;chlopiec;3
p09212403993;Ciesielski;Tymon;chlopiec;3
p09311103354;Cieslik;Alan;chlopiec;3
p09231602890;Ciesniewski;Tymon;chlopiec;3
p09241508142;Cilindz;Barbara;dziewczynka;3
p09303007839;Conway;Michal;chlopiec;3
p09280302970;Cukier;Jan;chlopiec;3
p09283103981;Cupa;Zofia;dziewczynka;3
p09251703289;Curylo;Agata;dziewczynka;3
p09270400875;Curzydlo;Adam;chlopiec;3
p09252602396;Cybula;Kacper;chlopiec;3
p09270603544;Cybulska;Aleksandra;dziewczynka;3
p09311308469;Cybulska;Marika;dziewczynka;3
p09302502380;Cychowska;Apolonia;dziewczynka;3
p09311303440;Cyranka;Kasandra;dziewczynka;3
p09251208463;Cyrta;Oliwia;dziewczynka;3
p09240204469;Czachorowska;Natalia;dziewczynka;3
p09291206014;Czachorowski;Maciej;chlopiec;3
p09281104243;Czaja;Karolina;dziewczynka;3
p09221304623;Czajkowska;Selena;dziewczynka;3
p09252103880;Czajkowska;Wiktoria;dziewczynka;3
p09240105289;Czarkowska;Lena;dziewczynka;3
p09260108048;Czarkowska;Maria;dziewczynka;3
p09251406281;Czarnecka;Hanna;dziewczynka;3
p09211909674;Czarnecki;Jakub;chlopiec;3
p09300711722;Czarniak;Natalia;dziewczynka;3
p09310101902;Czech;Maja;dziewczynka;3
p09210300711;Czeczko;Szymon;chlopiec;3
p09250902665;Czekalska;Katarzyna;dziewczynka;3
p09281912325;Czerkies;Zuzanna;dziewczynka;3
p09251705229;Czerniak;Zuzanna;dziewczynka;3
p09300109015;Czerniawski;Kacper;chlopiec;3
p09212206251;Czerniewski;Kacper;chlopiec;3
p09300105684;Czesnowska;Julia;dziewczynka;3
p09301002003;Czochanska;Sandra;dziewczynka;3
p09241403676;Czoska;Karol;chlopiec;3
p09221504658;Czwarnog;Mateusz;chlopiec;3
p09261007957;Czychowski;Szymon;chlopiec;3
p09210612427;Czyz;Laura;dziewczynka;3
p09241408183;Dabkiewicz;Maria;dziewczynka;3
p09281805519;Dabrowski;Pawel;chlopiec;3
p09301601110;Dacyl;Bartlomiej;chlopiec;3
p09290302353;Dampc;Kamil;chlopiec;3
p09323107357;Dampc;Szymon;chlopiec;3
p09250410098;Dargacz;Jakub;chlopiec;3
p09250410487;Dabkowska;Lena;dziewczynka;3
p09220504048;Dabkowska;Milena;dziewczynka;3
p09311607582;Dabrowska;Natalia;dziewczynka;3
p09320905248;Dabrowska;Weronika;dziewczynka;3
p09282003336;Dabrowski;Aleksander;chlopiec;3
p09320706610;Dabrowski;Alex;chlopiec;3
p09302400657;Dabrowski;Andrzej;chlopiec;3
p09270400851;Dabrowski;Kacper;chlopiec;3
p09232401337;Dabrowski;Krzysztof;chlopiec;3
p09290504113;Dabrowski;Oliwier;chlopiec;3
p09261802811;Dabrowski ;Krzysztof;chlopiec;3
p09221709237;Dec;Kuba;chlopiec;3
p09271010503;Dembowska;Emma;dziewczynka;3
p09272301563;Denisewicz;Martyna;dziewczynka;3
p09302801298;Denisiuk;Maksymilian;chlopiec;3
p09210503831;Depczynski;Maciej;chlopiec;3
p09311211376;Depta;Oliwier;chlopiec;3
p09270112640;Dera;Aleksandra;dziewczynka;3
p09280101999;Dobek;Maciej;chlopiec;3
p09270400813;Dolny;Piotr;chlopiec;3
p09272003458;Dolski;Jedrzej;chlopiec;3
p09241707473;Dolega;Bartosz;chlopiec;3
p09211509225;Dominiak;Amelia;dziewczynka;3
p09240111158;Dowda;Adrian;chlopiec;3
p09250902375;Downar;Kacper;chlopiec;3
p09281201544;Dragankiewicz;Beata;dziewczynka;3
p09260301274;Drapella;Olaf;chlopiec;3
p09323007176;Drewczynski;Maciej;chlopiec;3
p09231501144;Drozd;Nina;dziewczynka;3
p09221801410;Dubowik;Nikodem;chlopiec;3
p09283108610;Dudek;Marcel;chlopiec;3
p09260102042;Dudek;Weronika;dziewczynka;3
p09231602487;Dudek;Zofia;dziewczynka;3
p09252105967;Dudek;Zuzanna;dziewczynka;3
p09280109287;Dudkowska;Patrycja;dziewczynka;3
p09270904997;Dulak ;Bartosz;chlopiec;3
p09252710615;Dunaj;Kornel;chlopiec;3
p09261808114;Dunaj;Oskar;chlopiec;3
p09291408744;Dybizbanska;Julia;dziewczynka;3
p09271302152;Dykban;Piotr;chlopiec;3
p09282607066;Dymerska;Natalia;dziewczynka;3
p09251705014;Dzbenski ;Jakub;chlopiec;3
p09280312430;Dziag;Mateusz;chlopiec;3
p09211100327;Dzido;Maja;dziewczynka;3
p09270901871;Dzido;Nikodem;chlopiec;3
p09260301250;Dziedzic;Bartosz;chlopiec;3
p09243005333;Dziedzic;Krzysztof;chlopiec;3
p09300506386;Dziedzic;Lena;dziewczynka;3
p09301402414;Dzielinski;Marcel;chlopiec;3
p09220606108;Dziemaszkiewicz;Wiktoria;dziewczynka;3
p09230305442;Dziendziela;Kamila;dziewczynka;3
p09301609286;Ewert;Lena;dziewczynka;3
p09241500342;Faltynowicz;Marta;dziewczynka;3
p09233003637;Feliksiak;Igor;chlopiec;3
p09271805921;Filarska;Lena;dziewczynka;3
p09212504694;Filbrandt;Jan;chlopiec;3
p09221903419;Filbrandt;Karol;chlopiec;3
p09311706373;Filipczyk;Ksawery;chlopiec;3
p09310906040;Filipek;Anastazja;dziewczynka;3
p09271711107;Filipowicz;Liliana;dziewczynka;3
p09272301556;Filipowicz;Patryk;chlopiec;3
p09270405641;Filka;Aniela;dziewczynka;3
p09272113908;Foltynska;Wiktoria;dziewczynka;3
p09282704084;Frania;Maja;dziewczynka;3
p09321401385;Frankowska;Amelia;dziewczynka;3
p09300105721;Frankowska;Zofia;dziewczynka;3
p09292704306;Fracek;Wiktoria;dziewczynka;3
p09282306736;Fraczak;Tymon;chlopiec;3
p09252909912;Freda;Stefan;chlopiec;3
p09322302494;Fyda;Szymon;chlopiec;3
p09301102086;Gadomska;Nadia;dziewczynka;3
p09291210189;Galinska;Pola;dziewczynka;3
p09320706559;Galat;Szymon;chlopiec;3
p09221507200;Galazka;Zofia;dziewczynka;3
p09263013510;Gardzielewski;Ryszard;chlopiec;3
p09282006421;Garus;Nadia;dziewczynka;3
p09290501042;Gawryjolek;Martyna;dziewczynka;3
p09311607544;Gazarkiewicz;Maja;dziewczynka;3
p09221601003;Gasiewska;Magdalena;dziewczynka;3
p09271706437;Gerwatowski;Jan;chlopiec;3
p09261604710;Gielniak;Andrzej;chlopiec;3
p09232901493;Gielniak;Dominik;chlopiec;3
p09250202420;Gielazyn;Paulina;dziewczynka;3
p09322302166;Gierszanow;Marta;dziewczynka;3
p09320300548;Gierszewska;Kinga;dziewczynka;3
p09242311822;Gierszon;Oliwia;dziewczynka;3
p09232501372;Gierwatowski;Marceli;chlopiec;3
p09261807946;Glac;Maja;dziewczynka;3
p09270503110;Glantz;Nikodem;chlopiec;3
p09220600171;Glowacki;Krzysztof;chlopiec;3
p09220204047;Glowinska;Zofia;dziewczynka;3
p09260914036;Gluszek;Jedrzej;chlopiec;3
p09252004624;Gmurowska;Hanna;dziewczynka;3
p09302403278;Gnacinski;Dawid;chlopiec;3
p09311204284;Gniecka;Marta;dziewczynka;3
p09282107979;Gniewkowski;Kornel;chlopiec;3
p09272500665;Godlewska;Zuzanna;dziewczynka;3
p09241104133;Goldstrom;Pawel;chlopiec;3
p09280300978;Golda;Jakub;chlopiec;3
p09222600285;Golebiewska;Maria;dziewczynka;3
p09300905567;Gondek;Nikola;dziewczynka;3
p09272401041;Goraj;Maja;dziewczynka;3
p09272811295;Gorlik;Jakub;chlopiec;3
p09262200465;Gorlikowska;Julia;dziewczynka;3
p09232802077;Gosieniecki;Mikolaj;chlopiec;3
p09321801550;Gosk;Borys;chlopiec;3
p09271507762;Gosk;Milena;dziewczynka;3
p09303103160;Gostomska;Dorota;dziewczynka;3
p09322501336;Goszczynski;Maciej;chlopiec;3
p09321708062;Gozdalik;Barbara;dziewczynka;3
p09301801923;Gora;Paulina;dziewczynka;3
p09290306470;Gorka;Michal;chlopiec;3
p09240903153;Gorka;Mikolaj;chlopiec;3
p09220404607;Gorna;Aleksandra;dziewczynka;3
p09222501234;Gorny;Dawid;chlopiec;3
p09240603954;Gorny;Fabian;chlopiec;3
p09211503908;Gorska;Malgorzata;dziewczynka;3
p09300210030;Gorski;Krzysztof;chlopiec;3
p09212010476;Gorski;Mikolaj;chlopiec;3
p09241403638;Gorski;Tymoteusz;chlopiec;3
p09323004661;Grabania;Oliwia;dziewczynka;3
p09310906590;Grabarczyk;Wojciech;chlopiec;3
p09320105440;Grabowska;Maja;dziewczynka;3
p09321008971;Grabowski;Piotr;chlopiec;3
p09210304197;Grabowski;Wiktor;chlopiec;3
p09291203738;Grabowski;Wojciech;chlopiec;3
p09301000339;Grad;Maciej;chlopiec;3
p09262106341;Graczewska ;Anna;dziewczynka;3
p09251211735;Grecki;Janek;chlopiec;3
p09251802971;Gregorowicz;Jakub;chlopiec;3
p09281300960;Grenda;Aleksandra;dziewczynka;3
p09310906101;Greszler;Marika;dziewczynka;3
p09261504959;Grincevic;Mikolaj;chlopiec;3
p09270103068;Grodzinska;Anna;dziewczynka;3
p09222102954;Grodzki;Bartosz;chlopiec;3
p09283004237;Gromadzki;Jakub;chlopiec;3
p09260310214;Groszewski;Olivier;chlopiec;3
p09261403708;Grubich;Dominika;dziewczynka;3
p09243005234;Gruca;Szymon;chlopiec;3
p09322202879;Grundo;Grzegorz;chlopiec;3
p09301604281;Grygier;Dominika;dziewczynka;3
p09233108035;Grzadziela;Filip;chlopiec;3
p09231108044;Grzegorzewska;Sandra;dziewczynka;3
p09220701131;Grzegowski;Oskar;chlopiec;3
p09310906026;Grzendzicka;Amelia;dziewczynka;3
p09212000886;Grzenia;Paulina;dziewczynka;3
p09231006786;Grzenia;Zuzanna;dziewczynka;3
p09321205422;Grzonka-Lange;Amelia;dziewczynka;3
p09312902662;Grzybowska;Karolina;dziewczynka;3
p09253107531;Grzybowski;Tymon;chlopiec;3
p09280803310;Hajdel;Ksawery;chlopiec;3
p09210507477;Hajdel;Szymon;chlopiec;3
p09231704097;Harasimczuk;Julian;chlopiec;3
p09251408795;Heizig;Nikodem;chlopiec;3
p09220201105;Herzog;Malwina;dziewczynka;3
p09291200605;Hetmanowska;Agata;dziewczynka;3
p09281603926;Hewusz;Natalia;dziewczynka;3
p09211706387;Hintzke;Agnieszka;dziewczynka;3
p09321003846;Holcer;Justyna;dziewczynka;3
p09322302081;Horbaczewska;Amelia;dziewczynka;3
p09240307322;Huba;Karolina;dziewczynka;3
p09252804934;Huba;Konrad;chlopiec;3
p09293006902;Ignatowicz;Aleksandra;dziewczynka;3
p09310807419;Ignatowicz;Radoslaw;chlopiec;3
p09270410571;Ignys;Tomasz;chlopiec;3
p09242806102;Jablonska;Eliza;dziewczynka;3
p09311009728;Jablonska;Laila;dziewczynka;3
p09230210443;Jablonska;Wiktoria;dziewczynka;3
p09212700984;Jackowska;Bianka;dziewczynka;3
p09262109566;Jackow;Nicola;dziewczynka;3
p09210403490;Jaczuk;Cyprian;chlopiec;3
p09251110300;Jaglowska;Laura;dziewczynka;3
p09252602433;Jaglowski;Kamil;chlopiec;3
p09252505262;Jagodzinska;Julia;dziewczynka;3
p09323004562;Jajus;Maja;dziewczynka;3
p09220709528;Jakubaszko;Julia;dziewczynka;3
p09231801268;Jakubczyk;Agata;dziewczynka;3
p09220404645;Jakubiak;Nadia;dziewczynka;3
p09230404899;Jakubowski;Artur;chlopiec;3
p09261003014;Jakubowski;Dariusz;chlopiec;3
p09211005974;Jama;Gabriel;chlopiec;3
p09231202717;Jamiolkowski;Krzysztof;chlopiec;3
p09240303649;Jamrozy;Malwina;dziewczynka;3
p09272202291;Jana;Mateusz;chlopiec;3
p09270503158;Janiak;Karol;chlopiec;3
p09253002409;Janik;Zofia;dziewczynka;3
p09250801247;Jank;Hanna;dziewczynka;3
p09240504897;Jankowski;Damian;chlopiec;3
p09312802672;Jankowski;Filip;chlopiec;3
p09222605372;Jankowski;Wojciech;chlopiec;3
p09262900778;Jankowski;Wojciech;chlopiec;3
p09292904058;Janowski;Kacper;chlopiec;3
p09292100355;Janczak;Karol;chlopiec;3
p09230300843;Janczak;Zuzanna;dziewczynka;3
p09221102412;Jarosz;Jan;chlopiec;3
p09292707019;Jarosz;Kacper;chlopiec;3
p09312003684;Jarosz;Zuzanna;dziewczynka;3
p09282700219;Jaroszynski;Oliwier;chlopiec;3
p09242608780;Jasinska;Amelia;dziewczynka;3
p09250301761;Jasinska;Amelia;dziewczynka;3
p09282408209;Jasinska;Zuzanna;dziewczynka;3
p09231408502;Jastrzebska;Alicja;dziewczynka;3
p09252808068;Jastrzebska;Julia;dziewczynka;3
p09243005371;Jastrzebski;Jan;chlopiec;3
p09233102794;Jastrzebski;Stanislaw;chlopiec;3
p09303009855;Jastrzebski ;Eryk;chlopiec;3
p09242309087;Jaszczyk;Zofia;dziewczynka;3
p09302707402;Jaszewska;Oliwia;dziewczynka;3
p09281700647;Jasko;Aleksandra;dziewczynka;3
p09241207508;Jasko;Julia;dziewczynka;3
p09282806809;Jasko;Lena;dziewczynka;3
p09251605789;Jaworska;Natalia;dziewczynka;3
p09240406946;Jaworska ;Helena;dziewczynka;3
p09221805834;Jaworski;Pawel;chlopiec;3
p09220507454;Jeglinski;Milosz;chlopiec;3
p09222508262;Jeszka;Agata;dziewczynka;3
p09212900377;Jeszke;Mateusz;chlopiec;3
p09231108198;Jezewski;Filip;chlopiec;3
p09261802798;Jezewski;Ignacy;chlopiec;3
p09221608888;Jedrzejczak;Aleksandra;dziewczynka;3
p09270503448;Jozwiak;Pola;dziewczynka;3
p09212708302;Jozwiak;Kamila;dziewczynka;3
p09251508273;Jung;Wojciech;chlopiec;3
p09300506348;Jurewicz;Lena;dziewczynka;3
p09271803899;Kaczkowski;Michal;chlopiec;3
p09262104417;Kaczmarczyk;Andrzej;chlopiec;3
p09281211608;Kaczmarczyk;Dagmara;dziewczynka;3
p09302806101;Kaczmarska;Lena;dziewczynka;3
p09261509282;Kaczorowska;Alicja;dziewczynka;3
p09270400684;Kaczorowska;Maja;dziewczynka;3
p09241203368;Kaczorowska;Martyna;dziewczynka;3
p09312201891;Kalinowski;Arkadiusz;chlopiec;3
p09321706992;Kaliszuk;Jakub;chlopiec;3
p09280706224;Kalahur;Iga;dziewczynka;3
p09211402009;Kaminska;Anna;dziewczynka;3
p09283003861;Kaminska;Emilia;dziewczynka;3
p09291001664;Kaminska;Nina;dziewczynka;3
p09292808321;Kaminska;Weronika;dziewczynka;3
p09290504090;Kaminski ;Adam;chlopiec;3
p09262007321;Kamka;Marika;dziewczynka;3
p09300101727;Kamma;Emilia;dziewczynka;3
p09212011200;Kamrowska;Dorota;dziewczynka;3
p09231504062;Kania;Julia;dziewczynka;3
p09221702063;Kania;Nina;dziewczynka;3
p09270503134;Kaniewski;Jedrzej;chlopiec;3
p09233103085;Kanigowska;Julia;dziewczynka;3
p09291200889;Kardynal;Daria;dziewczynka;3
p09250202482;Kasperowicz ;Julia;dziewczynka;3
p09282303245;Kasprzycka;Lena;dziewczynka;3
p09220901616;Kass;Bartlomiej;chlopiec;3
p09301303371;Kaszuba;Szymon;chlopiec;3
p09272800741;Kaszubowska;Julia;dziewczynka;3
p09240803736;Kaszubowski;Tymon;chlopiec;3
p09280503876;Kawczynski;Antoni;chlopiec;3
p09262704631;Kawczynski;Olivier;chlopiec;3
p09212703109;Kawecka;Paulina;dziewczynka;3
p09221102399;Kawecki;Blazej;chlopiec;3
p09290600796;Kawula;Aleksander;chlopiec;3
p09222506154;Kazalski;Maciej;chlopiec;3
p09290914138;Kazmierski;Olivier;chlopiec;3
p09241201236;Kempinski;Adam;chlopiec;3
p09220805088;Kiedrowska;Bibiana;dziewczynka;3
p09303005080;Kiera;Zuzanna;dziewczynka;3
p09243005258;Kijewski;Bartlomiej;chlopiec;3
p09212503297;Kijuc;Krystian;chlopiec;3
p09302801182;Kik;Agata;dziewczynka;3
p09281805434;Kiraga;Sebastian;chlopiec;3
p09260110913;Kisiela;Dawid;chlopiec;3
p09312501106;Kisiolek;Amelia;dziewczynka;3
p09320201030;Kizielewicz;Marek;chlopiec;3
p09280201316;Kizewski;Filip;chlopiec;3
p09320210940;Klaudia;Jagoda;dziewczynka;3
p09241300768;Klaus;Lena;dziewczynka;3
p09302606923;Kleban;Lena;dziewczynka;3
p09211305227;Klechowicz;Ewa;dziewczynka;3
p09322002912;Klechowicz;Pawel;chlopiec;3
p09292506519;Klein;Adam;chlopiec;3
p09210507040;Klejnowska;Julia;dziewczynka;3
p09301002041;Klejnowska;Martyna;dziewczynka;3
p09320904452;Klekowiecki;Wiktor;chlopiec;3
p09261912903;Klepacka;Martyna;dziewczynka;3
p09211501821;Klimas;Julia;dziewczynka;3
p09280308549;Klopotek;Lilit;dziewczynka;3
p09260102059;Klopotowski;Jakub;chlopiec;3
p09291200827;Klos;Oliwia;dziewczynka;3
p09230102704;Klos;Patrycja;dziewczynka;3
p09222106040;Klosowska;Maja;dziewczynka;3
p09311204147;Kludka;Katarzyna;dziewczynka;3
p09282505524;Kmiecik;Emilia;dziewczynka;3
p09220308697;Kmiecik;Franciszek;chlopiec;3
p09290603768;Knap;Lena;dziewczynka;3
p09300201144;Knapp;Amelia;dziewczynka;3
p09230701811;Knitter;Michal;chlopiec;3
p09322302128;Kochanowicz;Victoria;dziewczynka;3
p09211908437;Kocieba;Milosz;chlopiec;3
p09231404799;Kocieda;Tomasz;chlopiec;3
p09220305687;Kociszewska;Joanna;dziewczynka;3
p09282205141;Koczorowska;Sara;dziewczynka;3
p09251214509;Koklowska;Weronika;dziewczynka;3
