Pesel;Numer_preferencji;Id_przedszkola
p09323004661;2;23
p09323004661;3;61
p09300300737;1;66
p09300300737;2;61
p09300300737;3;17
p09212000886;1;60
p09212000886;2;56
p09212000886;3;5
p09313003607;1;39
p09313003607;2;10
p09313003607;3;5
p09300205292;1;61
p09300205292;2;2
p09300205292;3;17
p09282205820;1;59
p09280908930;1;23
p09280908930;2;13
p09280908930;3;22
p08310702830;1;5
p09271001402;1;61
p09271001402;2;60
p09271001402;3;66
p09222506154;1;76
p09222506154;2;56
p09222506154;3;60
p09250512134;1;76
p09250512134;2;56
p09250512134;3;60
p09252701521;1;66
p09252701521;2;61
p09312804285;1;61
p09312804285;2;2
p08231101453;1;76
p08231101453;2;56
p08231101453;3;3
p09280707195;1;56
p09280707195;2;66
p09280707195;3;60
p08271004675;1;64
p08320500194;1;2
p08320500194;2;32
p09240408412;1;39
p09240408412;2;56
p09240408412;3;60
p08241508244;1;76
p08241508244;2;56
p09240307322;1;61
p09240307322;2;57
p07272008787;1;42
p09220910977;1;39
p09220910977;2;5
p09261807885;1;66
p09261807885;2;61
p09261807885;3;76
p07320610241;1;44
p09321801550;1;13
p09321801550;2;20
p09321801550;3;34
p07252801562;1;55
p07252801562;2;76
p07252801562;3;3
p06251100696;1;50
p09211909674;1;55
p09211909674;2;76
p09211909674;3;3
p09311308797;1;25
p09311308797;2;37
p09311308797;3;43
p09302606923;1;49
p09302606923;2;55
p08230702198;1;76
p08230702198;2;56
p08230702198;3;3
p09240906651;1;76
p09240906651;2;60
p09240906651;3;56
p09231602890;1;38
p07281903466;1;4
p07281903466;2;64
p07281903466;3;43
p09311103378;1;56
p09311103378;2;76
p09311103378;3;60
p06301604037;1;53
p09292704306;1;66
p09292704306;2;57
p09292704306;3;61
p09292105879;1;48
p09292105879;2;50
p09292105879;3;20
p09310310472;1;51
p09310310472;2;33
p06252305212;1;51
p07282600171;1;55
p07282600171;2;76
p07282600171;3;56
p09230508180;1;56
p09230508180;2;60
p09230508180;3;76
p09211601378;1;66
p09211601378;2;57
p09211601378;3;61
p09291101036;1;13
p09291101036;2;61
p09291101036;3;34
p08310203485;1;49
p08310203485;2;3
p08310203485;3;2
p09212601384;1;42
p07301300190;1;42
p07322901736;1;39
p07322901736;2;3
p09301600195;1;23
p09301600195;2;34
p09301600195;3;26
p09271805921;1;10
p09271805921;2;3
p09271805921;3;5
p07212700416;1;60
p07310901638;1;53
p07282201341;1;64
p09272800741;1;39
p09272800741;2;10
p09272800741;3;21
p09261708773;1;43
p09261708773;2;25
p08240807207;1;76
p08240807207;2;56
p09310906064;1;6
p09310906064;2;49
p09211202548;1;3
p09211202548;2;5
p09211202548;3;23
p09251305535;1;48
p09251305535;2;44
p09251305535;3;40
p09222804801;1;64
p09261403685;1;32
p09261403685;2;6
p09261403685;3;56
p09212708302;1;42
p08322001464;1;57
p08322001464;2;2
p08322001464;3;20
p08282003049;1;49
p09321708826;1;51
p09321708826;2;40
p08250600474;1;61
p08301402608;1;47
p08301402608;2;47
p07262205008;1;4
p09211501845;1;13
p09211501845;2;34
p09211501845;3;20
p09302806101;1;3
p09302806101;2;60
p09302806101;3;55
p09280201316;1;76
p09280201316;2;56
p09280201316;3;60
p09221504658;1;57
p09221504658;2;61
p09221504658;3;64
p07292603687;1;39
p07292603687;2;5
p07292603687;3;48
p08231802439;1;5
p08231802439;2;3
p08231802439;3;76
p09292100355;1;4
p09292100355;2;64
p09241409115;1;49
p09241409115;2;66
p09241409115;3;61
p07290401423;1;61
p08270310690;1;31
p09281104205;1;40
p09281104205;2;38
p09281104205;3;48
p09290800226;1;51
p09282500512;1;56
p09282500512;2;76
p09282500512;3;60
p09283101668;1;25
p08301702005;1;21
p08301702005;2;4
p08270600735;1;23
p09301801923;1;53
p09301801923;2;56
p09260903667;1;61
p09260903667;2;66
p09260903667;3;2
p09262903528;1;23
p09262903528;2;26
p09262903528;3;2
p09212212793;1;64
p09212212793;2;4
p07262806216;1;10
p09250410098;1;3
p09250410098;2;21
p09250410098;3;5
p09260310214;1;48
p09260310214;2;9
p07301902019;1;46
p09282306736;1;43
p09282306736;2;46
p09282306736;3;37
p09323103797;1;20
p09300804804;1;46
p09300804804;2;43
p09300804804;3;64
p07310702031;1;61
p09240406946;1;56
p09240406946;2;3
p09240406946;3;39
p09271102899;1;43
p09271102899;2;37
p09271102899;3;25
p09210111032;1;40
p09210111032;2;40
p09210111032;3;38
p07312802029;1;46
p08262203546;1;66
p09291303759;1;21
p09291303759;2;5
p09291303759;3;10
p09212303804;1;60
p09212303804;2;76
p09212303804;3;56
p09212802136;1;20
p09212802136;2;23
p09212802136;3;13
p07282800090;1;49
p09221805834;1;48
p09221805834;2;44
p07321201172;1;66
p07321200706;1;66
p09310607323;1;56
p09310607323;2;60
p09310607323;3;76
p08251002657;1;76
p08251002657;2;56
p08250404818;1;10
p09210507040;1;76
p09210507040;2;56
p07260504116;1;40
p08312903079;1;40
p07281600394;1;13
p09320904452;1;17
p09320904452;2;66
p09320904452;3;20
p08261110861;1;52
p08261110861;2;43
p09320203124;1;51
p09320203124;2;33
p06301602479;1;40
p09290603768;1;13
p09290603768;2;23
p09290603768;3;34
p09222807842;1;3
p09222807842;2;56
p09222807842;3;76
p07250302829;1;64
p09302906092;1;6
p09302906092;2;32
p06281203828;1;34
p06281203781;1;34
p09281705208;1;6
p09281705208;2;32
p09281705208;3;60
p08303111102;1;21
p07272602851;1;46
p07272602851;2;64
p07272602851;3;43
p08320800331;1;20
p08210912056;1;47
p07322803540;1;3
p09290504090;1;56
p09290504090;2;76
p09290504090;3;60
p08302801475;1;51
p09280407835;1;40
p09280407835;2;55
p09280407835;3;50
p09220305724;1;39
p09220305724;2;3
p09220305724;3;50
p09281604651;1;60
p09281604651;2;56
p09281604651;3;76
p09211203846;1;10
p09301702033;1;49
p09301702033;2;35
p09301702033;3;17
p08271103220;1;14
p08271103220;2;53
p08292300215;1;20
p09311806622;1;25
p09311806622;2;37
p09311806622;3;40
p09322806080;1;66
p09301400511;1;10
p09301400511;2;5
p08300504592;1;32
p06312002453;1;55
p06312002453;2;76
p08322406016;1;26
p08231306469;1;5
p07222500895;1;47
p08290507713;1;2
p09231301690;1;3
p09231301690;2;56
p09231301690;3;39
p09262005206;1;38
p09262005206;2;40
p09291300480;1;40
p09291300480;2;38
p08230707995;1;50
p09212200408;1;5
p09212200408;2;10
p09212200408;3;39
p08300903674;1;64
p08261102747;1;42
p09262309553;1;23
p09262309553;2;61
p09262309553;3;26
p09292804815;1;2
p09292804815;2;17
p09292804815;3;55
p09270810630;1;64
p09270810630;2;4
p09310208470;1;44
p09310208470;2;48
p09310208470;3;40
p09310608072;1;53
p08260300696;1;53
p09301002041;1;32
p09300701507;1;61
p09300701507;2;55
p09300701507;3;2
p09241201236;1;49
p09241201236;2;32
p09312206728;1;50
p09312206728;2;64
p09312206728;3;51
p08320401297;1;57
p09280500132;1;6
p08252505715;1;25
p09290902423;1;60
p09290902423;2;76
p07271002355;1;20
p06282802477;1;14
p09272003908;1;23
p09272003908;2;34
p09272003908;3;26
p09211301568;1;32
p09211301568;2;60
p09211301568;3;76
p09292200796;1;44
p09292200796;2;40
p09261804516;1;33
p09261804516;2;51
p09261804516;3;43
p06310901488;1;26
p08230700943;1;53
p07322301420;1;49
p09210102757;1;43
p09210102757;2;25
p09263003708;1;21
p09263003708;2;10
p09263003708;3;5
p07281400659;1;25
p09210401085;1;52
p09210401085;2;37
p09210401085;3;43
p09253002393;1;66
p09253002393;2;53
p07231506398;1;49
p09212303767;1;56
p09212303767;2;39
p09212303767;3;2
p09222612976;1;45
p09222612976;2;23
p09222612976;3;20
p08240703190;1;2
p08240703190;2;56
p08240703190;3;76
p08292514056;1;2
p08292514056;2;23
p08292514056;3;53
p09302100793;1;46
p09302100793;2;43
p09302100793;3;37
p09302010805;1;49
p09302010805;2;17
p09302010805;3;6
p07301603323;1;2
p09291101050;1;21
p08241801132;1;76
p07211401554;1;64
p08272707737;1;59
p07312600382;1;49
p08232811713;1;59
p07290900236;1;42
p09271407666;1;39
p09271407666;2;5
p09262109566;1;4
p09262109566;2;64
p08270311721;1;49
p07303002175;1;55
p09240102323;1;20
p09240102323;2;53
p09240102323;3;57
p09272600396;1;66
p07322202998;1;3
p09271600526;1;26
p09271600526;2;23
p09271600755;1;26
p09271600755;2;23
p09321203390;1;6
p09321203390;2;32
p07301400739;1;47
p08271801005;1;51
p08271801005;2;43
p08322902215;1;47
p07292509938;1;49
p09290306470;1;40
p09290306470;2;38
p09290306470;3;25
p09222501234;1;51
p09222501234;2;33
p09222501234;3;25
p09272113908;1;60
p09272113908;2;56
p08251305958;1;37
p08251305958;2;46
p08251305958;3;40
p06312800396;1;14
p07290101965;1;59
p07241601377;1;5
p09221602653;1;5
p09221602653;2;10
p09221400930;1;37
p09221400930;2;52
p09221400930;3;50
p07302404428;1;60
p09280101999;1;3
p09280101999;2;6
p09280101999;3;39
p07212101767;1;42
p08272406186;1;50
p09241002554;1;26
p09241002554;2;23
p09241002554;3;22
p09220507430;1;50
p09220507430;2;47
p09302406813;1;26
p09302406813;2;61
p09281208626;1;45
p09281208626;2;22
p08290401123;1;66
p08262403885;1;23
p08262403885;2;20
p09302707402;1;33
p09302707402;2;51
p09321003945;1;76
p09321003945;2;66
p09321003945;3;3
p08280104957;1;57
p08231710228;1;25
p08271112451;1;3
p09282406122;1;39
p09282406122;2;3
p09282406122;3;10
p09282110968;1;66
p09282110968;2;57
p09282110968;3;61
p07290905392;1;57
p07290207210;1;34
p08292402177;1;48
p09283006147;1;1
p08211704883;1;42
p09250811998;1;3
p09250811998;2;39
p09211907047;1;25
p09211907047;2;40
p09211907047;3;43
p09322205766;1;61
p09322205766;2;76
p09322205766;3;55
p09290501042;1;26
p09290501042;2;23
p08242003922;1;76
p09301102086;1;76
p08282606143;1;14
p09251505911;1;76
p09251505911;2;3
p09251505911;3;39
p07212210735;1;42
p09322202879;1;47
p09322202879;2;5
p09322202879;3;39
p06283009583;1;2
p07280312016;1;38
p09221807928;1;39
p09221807928;2;5
p09221807928;3;21
p08211100924;1;50
p09262502826;1;66
p09262502826;2;61
p09262502826;3;57
p06242703958;1;49
p09281912325;1;61
p09281912325;2;57
p09232105415;1;23
p09232105415;2;35
p09232105415;3;20
p08210604443;1;13
p09312501106;1;26
p09312501106;2;23
p09312501106;3;61
p08260700090;1;3
p08260700090;2;76
p08260700090;3;21
p09301700536;1;39
p07292111232;1;39
p09281603902;1;56
p09281603902;2;76
p09281603902;3;60
p09293006902;1;61
p09293006902;2;57
p09293006902;3;66
p09290203340;1;44
p09322406617;1;48
p09322406617;2;38
p07230302025;1;44
p07232102623;1;76
p09221205443;1;76
p09221205443;2;23
p09221205443;3;26
p09240303649;1;4
p09240303649;2;47
p09240303649;3;50
p09220709528;1;25
p09220709528;2;40
p09220709528;3;38
p09272803997;1;61
p09272803997;2;57
p09321905469;1;4
p09321905469;2;64
p09321905469;3;47
p09210301460;1;40
p09210301460;2;38
p09272301563;1;59
p08311408681;1;4
p08212000759;1;39
p09212703109;1;33
p09212703109;2;51
p09301004012;1;4
p08323009317;1;42
p09281501286;1;59
p08300910438;1;46
p08300910438;2;43
p07211401578;1;34
p08300104686;1;22
p07322602590;1;49
p07322602590;2;55
p07322602590;3;56
p09260301250;1;61
p09242006250;1;26
p09242006250;2;76
p09242006250;3;10
p06251300379;1;3
p09262904314;1;3
p09300807395;1;25
p09300807395;2;38
p09300807395;3;40
p07292106128;1;4
p07292106128;2;64
p08252406542;1;42
p09291210189;1;5
p09291210189;2;56
p09291210189;3;60
p09270207007;1;60
p09270207007;2;2
p09270207007;3;66
p08311606225;1;21
p08311606225;2;76
p08220408161;1;3
p09260102042;1;32
p09260102042;2;50
p08312304672;1;3
p08312304672;2;76
p08242802095;1;46
p09302602400;1;23
p09302602400;2;53
p09302602400;3;66
p08281904051;1;76
p08281904051;2;56
p08271700731;1;34
p06221206603;1;34
p07251303300;1;26
p08222807760;1;64
p09250909228;1;3
p09250909228;2;10
p09250909228;3;56
p09262104332;1;57
p09262104332;2;76
p09262104332;3;61
p08271906885;1;32
p09311204109;1;53
p09311204109;2;14
p08251402792;1;53
p08251402792;2;14
p09251208463;1;66
p09251208463;2;61
p09251208463;3;2
p09320210940;1;60
p09320210940;2;56
p09320210940;3;32
p07312110311;1;56
p07312110311;2;76
p07312110311;3;49
p09210205863;1;66
p09210205863;2;49
p09252105967;1;6
p09252105967;2;32
p09252105967;3;49
p09310807068;1;61
p09310807068;2;17
p09310807068;3;2
p08251603575;1;40
p08251603575;2;43
p08251603575;3;46
p07232008639;1;33
p07311702795;1;5
p09211410314;1;26
p09211410314;2;23
p09282207679;1;25
p09282207679;2;38
p09282207679;3;43
p09281903491;1;61
p09281903491;2;17
p09281903491;3;60
p08312205041;1;2
p09300506348;1;9
p09250713122;1;38
p09250713122;2;25
p09250713122;3;40
p09270306768;1;61
p09270306768;2;57
p09270306768;3;26
p07212603801;1;13
p08252705375;1;5
p09241201274;1;66
p09241201274;2;61
p09241201274;3;57
p09242202908;1;48
p09242202908;2;44
p09242202908;3;43
p07272411255;1;52
p08292901119;1;76
p08292901119;2;56
p09262104417;1;49
p09262104417;2;6
p09292810890;1;48
p09292810890;2;25
p07323000458;1;35
p08251901796;1;34
p09261304658;1;49
p08273002237;1;31
p07230211358;1;31
p09312503436;1;10
p09312503436;2;21
p09312503436;3;5
p09270503158;1;26
p09270503158;2;50
p09270503158;3;34
p09270901895;1;10
p09270901895;2;21
p09270901895;3;47
p09323007190;1;1
p09261500504;1;61
p09261500504;2;66
p09261500504;3;57
p09210403490;1;2
p09210403490;2;17
p09321003846;1;55
p09321003846;2;2
p09321003846;3;76
p09290504083;1;66
p09290504083;2;61
p09290504083;3;39
p09220100398;1;60
p09220100398;2;56
p09220100398;3;76
p09312411966;1;61
p09312411966;2;53
p09312411966;3;39
p07300906540;1;46
p07300906540;2;64
p07300906540;3;43
p09270400813;1;46
p09270400813;2;64
p09270400813;3;43
p09261912927;1;6
p09261912927;2;49
p09261912927;3;17
p09261912903;1;6
p09261912903;2;49
p09261912903;3;17
p07292905178;1;4
p09281604637;1;51
p09281604637;2;33
p09281604637;3;64
p08293009380;1;3
p08293009380;2;21
p09252602433;1;2
p09252602433;2;17
p06241200661;1;60
p08301300999;1;60
p09280503876;1;66
p09280503876;2;61
p08300801170;1;34
p08320500231;1;56
p09282109315;1;4
p09282109315;2;64
p07261903273;1;50
p09261003465;1;76
p09261003465;2;56
p09261003465;3;60
p06261102347;1;76
p09291006614;1;60
p09291006614;2;56
p09291006614;3;76
p08232608072;1;76
p09301604243;1;66
p09301604243;2;61
p08240507848;1;42
p08310302610;1;51
p08310302610;2;76
p08310302610;3;56
p09220103971;1;61
p09220103971;2;57
p09220103971;3;2
p09261101774;1;4
p09261101774;2;47
p09240803903;1;66
p09240803903;2;61
p09240803903;3;53
p09220213131;1;49
p09220213131;2;6
p08242501383;1;53
p09292303987;1;66
p09292303987;2;53
p09321407220;1;22
p09321407220;2;35
p09272005399;1;40
p09272005399;2;25
p09232200493;1;45
p08261501782;1;60
p09262602069;1;26
p09262602069;2;61
p09262602069;3;53
p09311204208;1;47
p09311204208;2;51
p06281200696;1;1
p07321308848;1;23
p07292002196;1;4
p09253006083;1;49
p09253006083;2;61
p09253006083;3;17
p09212403993;1;32
p09212403993;2;61
p09221301378;1;23
p09221301378;2;34
p09221301378;3;20
p09281804549;1;76
p09281804549;2;46
p09281804549;3;56
p06322606856;1;76
p09250410692;1;17
p09250410692;2;2
p09250410692;3;23
p08300300228;1;3
p08301301006;1;53
p09211002483;1;60
p09211002483;2;56
p09211002483;3;76
p09211702550;1;49
p09211702550;2;32
p09211702550;3;6
p08280703699;1;43
p08310900528;1;49
p06320304084;1;66
p09251406595;1;60
p09251406595;2;56
p09251406595;3;76
p09311706373;1;50
p09311706373;2;52
p09241203368;1;61
p09241203368;2;57
p09241203368;3;2
p09271401110;1;48
p09271401110;2;2
p09271401110;3;20
p07320905176;1;25
p09242302219;1;61
p09242302219;2;60
p08301408901;1;43
p08301408901;2;37
p08301408901;3;46
p07212900755;1;56
p09261504959;1;56
p09261504959;2;76
p09261504959;3;10
p09321208296;1;64
p09321208296;2;37
p08230802317;1;64
p09233006791;1;2
p09233006791;2;17
p09233006791;3;26
p09302502380;1;31
p09302502380;2;59
p09292506557;1;76
p09292506557;2;39
p09292506557;3;57
p09232807812;1;23
p09232807812;2;47
p09252500984;1;50
p09252500984;2;4
p09250600839;1;40
p09250600839;2;38
p07252000114;1;40
p09280501652;1;76
p09280501652;2;60
p09280501652;3;56
p07210311377;1;35
p09261206110;1;60
p09261206110;2;56
p09251705038;1;32
p09251705038;2;56
p09251705038;3;39
p07291503315;1;60
p07252703994;1;21
p08281205282;1;2
p09251210543;1;17
p09251210543;2;66
p09241800909;1;33
p09241800909;2;51
p06302808713;1;31
p07272700153;1;49
p09212100623;1;17
p09212100623;2;49
p09212100623;3;6
p07232401128;1;17
p09262900136;1;37
p09262900136;2;43
p08240606196;1;55
p07302001120;1;46
p07302001120;2;43
p09231205413;1;56
p09231205413;2;76
p09311308469;1;46
p09311308469;2;43
p09311308469;3;21
p08300701173;1;76
p08300701173;2;2
p09210403261;1;61
p09210403261;2;57
p09210403261;3;2
p06321808716;1;4
p08311907692;1;17
p09273003815;1;50
p09273003815;2;21
p09273003815;3;4
p09261509282;1;66
p09261509282;2;61
p09231303890;1;3
p09231303890;2;39
p09231303890;3;76
p09312505797;1;43
p09312505797;2;40
p09312505797;3;46
p09211804986;1;39
p09211804986;2;10
p09270400684;1;31
p09270400684;2;59
p09300407151;1;60
p09300407151;2;56
p09300407151;3;76
p09311000989;1;60
p09311000989;2;76
p09311000989;3;56
p09262502598;1;60
p09262502598;2;56
p09262502598;3;76
p06232901591;1;49
p08212601691;1;56
p08212601691;2;76
p08212601691;3;3
p07212900137;1;64
p09311402019;1;51
p09311402019;2;33
p09292109996;1;60
p09292109996;2;56
p09292109996;3;76
p07260602883;1;10
p09242605503;1;43
p09242605503;2;25
p09242605503;3;40
p08322901085;1;35
p09261201672;1;40
p09261201672;2;52
p09261201672;3;48
p09260706413;1;76
p09260706413;2;60
p09260706413;3;56
p09300208257;1;61
p09300208257;2;60
p09300208257;3;76
p09232904922;1;48
p09232904922;2;44
p09263003661;1;60
p09263003661;2;76
p09263003661;3;56
p08222200273;1;56
p08222200273;2;76
p09310408399;1;23
p09310408399;2;2
p09310408399;3;17
p08300401998;1;56
p08300401998;2;76
p08300611070;1;57
p07241900438;1;49
p09311209388;1;14
p09251507968;1;14
p09251507968;2;60
p06251304731;1;55
p08310702854;1;49
p08310702854;2;59
p08310702854;3;76
p09252705570;1;66
p09252705570;2;61
p09252705570;3;26
p09311009728;1;25
p09311009728;2;40
p08280901547;1;51
p08281603592;1;2
p08281603592;2;49
p09231506675;1;51
p09231506675;2;43
p09231506675;3;46
p09241804521;1;22
p09241804521;2;34
p09241804521;3;23
p08231802767;1;23
p08231802767;2;21
p08231802767;3;20
p08282713553;1;23
p07282904589;1;61
p09212704926;1;76
p09212704926;2;56
p09212704926;3;60
p09212704964;1;76
p09212704964;2;56
p09212704964;3;60
p09302100946;1;26
p09302100946;2;23
p08252101041;1;39
p08280807638;1;60
p07320708670;1;2
p08232712724;1;40
p08232712724;2;43
p08232712724;3;46
p09271606485;1;51
p09271606485;2;33
p09272701806;1;66
p09272701806;2;61
p08270600667;1;26
p09222105490;1;56
p09222105490;2;76
p09222105490;3;39
p07270806875;1;76
p07270806875;2;55
p07270806875;3;56
p08303000569;1;31
p07222700554;1;42
p07213108053;1;49
p09272900717;1;42
p09302001124;1;61
p09302001124;2;17
p09302001124;3;2
p09210603142;1;17
p09210603142;2;2
p09210603142;3;61
p07232207540;1;23
p09242304921;1;49
p09242304921;2;60
p09240705397;1;48
p09240705397;2;44
p09282804791;1;6
p09282804791;2;57
p09282804791;3;32
p07261602196;1;34
p09300803766;1;33
p09300803766;2;51
p09231108198;1;4
p09231108198;2;51
p08312007858;1;52
p09220103940;1;17
p07271303296;1;14
p09230408244;1;23
p09230408244;2;26
p09312401376;1;49
p07311702900;1;76
p07311702900;2;56
p09311100337;1;6
p09311100337;2;32
p09311100337;3;49
p09290914138;1;43
p09290914138;2;46
p08222903756;1;51
p09261011619;1;20
p09261011619;2;34
p09261011619;3;55
p09261011442;1;20
p09261011442;2;34
p09261011442;3;55
p09272500665;1;5
p09272500665;2;10
p09272500665;3;3
p08312007834;1;48
p07212601977;1;23
p08260302636;1;51
p08260302636;2;3
p09242505308;1;35
p09242505308;2;22
p08252500154;1;76
p07312703153;1;10
p07241401724;1;47
p09312804308;1;21
p09312804308;2;10
p09212700984;1;40
p09212700984;2;25
p09212700984;3;50
p06273101260;1;25
p06280808154;1;40
p06281200672;1;56
p08250805039;1;56
p08250805039;2;76
p08310400752;1;10
p09270806237;1;9
p07260802740;1;31
p07210910804;1;66
p08250707492;1;57
p09241807876;1;23
p09241807876;2;20
p09241807876;3;34
p09271706291;1;2
p09271706291;2;17
p09301000339;1;57
p09301000339;2;13
p09301000339;3;20
p09252900883;1;76
p09252900883;2;60
p09252900883;3;56
p06312002491;1;14
p07242202546;1;55
p08231411754;1;55
p08260804084;1;23
p09261703099;1;55
p08272304392;1;52
p07262107843;1;49
p08260901989;1;33
p09250611796;1;23
p09250611796;2;26
p09250611796;3;2
p08260312189;1;23
p08260312189;2;20
p08260312189;3;2
p09240910238;1;76
p07221502096;1;17
p09261007957;1;1
p09261007957;2;2
p09242302288;1;55
p08260902492;1;39
p09211105506;1;34
p09211105506;2;23
p09211105506;3;22
p09301601097;1;4
p09301601097;2;64
p09220305687;1;32
p09220305687;2;59
p09220305687;3;31
p08300601183;1;60
p09250708841;1;4
p09250708841;2;64
p09250708841;3;46
p07291602564;1;76
p07291602564;2;56
p09271206760;1;60
p09271206760;2;76
p09271206760;3;56
p08232701867;1;57
p06311704394;1;37
p09262608942;1;61
p09262608942;2;2
p09262608942;3;66
p09251211735;1;50
p08272603583;1;42
p09230400109;1;76
p09230400109;2;60
p09230400109;3;56
p06282302205;1;61
p09312802672;1;39
p09312802672;2;76
p09312802672;3;3
p06210304172;1;40
p08211602303;1;5
p09300710196;1;46
p09300710196;2;10
p09300710196;3;21
p09213109478;1;33
p09213109478;2;51
p09213109478;3;48
p07291911857;1;40
p08221200410;1;23
p08242213417;1;46
p08242213417;2;37
p08242213417;3;43
p09242601851;1;48
p09242601851;2;44
p07240301308;1;10
p06231207773;1;31
p09281904041;1;13
p09281904041;2;23
p09281904041;3;22
p08252507762;1;31
p07311500171;1;76
p07311500171;2;56
p09250401843;1;57
p09231000568;1;49
p08300104310;1;38
p09300605795;1;26
p07211500307;1;26
p09231801268;1;76
p09231801268;2;60
p09231801268;3;56
p09270603544;1;66
p09270603544;2;61
p09270603544;3;2
p08241601862;1;14
p08312803492;1;6
p09252602105;1;53
p09301601110;1;53
p07301703115;1;2
p08241306293;1;57
p08311604438;1;76
p08311604438;2;56
p09230503611;1;32
p09230503611;2;6
p09230503611;3;49
p09242807134;1;60
p09242807134;2;56
p09242807134;3;76
p07261801007;1;64
p08252902666;1;40
p09222101830;1;66
p09222101830;2;60
p09222101830;3;61
p08272108071;1;40
p08261507740;1;66
p06242001223;1;3
p09260406467;1;3
p09260406467;2;10
p09260406467;3;21
p07282211757;1;60
p06222507659;1;60
p09240307278;1;3
p09240307278;2;76
p09240307278;3;55
p08292902936;1;42
p09250412137;1;4
p09250412137;2;64
p09250412137;3;21
p07290804585;1;5
p07261502137;1;25
p09222504701;1;25
p09222504701;2;40
p09222504701;3;38
p09231008177;1;2
p08261806443;1;49
p08251004215;1;4
p07310500318;1;55
p08230110715;1;9
p08230110715;2;52
p09322905758;1;43
p06310802482;1;59
p07230800745;1;64
p09210611068;1;51
p09210611068;2;33
p09210611068;3;1
p09272304993;1;6
p09272304993;2;23
p09272304993;3;2
p09272304801;1;6
p09272304801;2;23
p09272304801;3;2
p08261002337;1;22
p07322701398;1;47
p07272300643;1;2
p09262803934;1;2
p09262803934;2;17
p07282410637;1;4
p09250309295;1;22
p08230204225;1;21
p09291001626;1;64
p09291001626;2;4
p08221204674;1;48
p07262201400;1;60
p09261604024;1;39
p09261604024;2;5
p09261604024;3;21
p07281701873;1;61
p09241607902;1;26
p09241607902;2;20
p09241607902;3;23
p06300604359;1;61
p09292311735;1;60
p09292311735;2;76
p09292311735;3;3
p08261909504;1;2
p08261909504;2;56
p08261909504;3;76
p07262510687;1;25
p08303000545;1;14
p09241903695;1;66
p09241903695;2;55
p07290602268;1;76
p07323107278;1;23
p09262403608;1;26
p09262403608;2;23
p09262403608;3;20
p09221702063;1;1
p09321607149;1;5
p09321607149;2;39
p09321607149;3;76
p09272400972;1;66
p09272400972;2;60
p09272400972;3;61
p08241411090;1;9
p09262007321;1;34
p09262007321;2;23
p09262007321;3;13
p08220101729;1;5
p09280605608;1;49
p09280605608;2;61
p07322301406;1;47
p07322301406;2;50
p08292202784;1;56
p08292202784;2;76
p07262801938;1;76
p08211506218;1;46
p09281201544;1;2
p09281201544;2;17
p09290802846;1;57
p09290802846;2;61
p09241607872;1;22
p09272202291;1;57
p09272202291;2;61
p09272202291;3;66
p06310606161;1;37
p09260209138;1;37
p09260209138;2;50
p09260209138;3;47
p06232700213;1;31
p09231403217;1;40
p09231403217;2;59
p09231403217;3;38
p07320208088;1;56
p09222508262;1;39
p09222508262;2;5
p09222508262;3;21
p07302200925;1;10
p09270603506;1;52
p09270603506;2;21
p09272310589;1;60
p09272310589;2;76
p07300901187;1;66
p06250700453;1;50
p08272702251;1;56
p08272702251;2;76
p07292611947;1;35
p08303005298;1;2
p09252810735;1;60
p09252810735;2;76
p09252810735;3;56
p07211107207;1;56
p09283103981;1;76
p09283103981;2;6
p09283103981;3;2
p09212008419;1;10
p09212008419;2;39
p09212008419;3;5
p08302000171;1;76
p08302000171;2;56
p08302000171;3;2
p09321608553;1;25
p09321608553;2;43
p09321608553;3;64
p06252302493;1;3
p08312007872;1;37
p08312007872;2;32
p08312007872;3;43
p07212708544;1;55
p07212708544;2;56
p07212708544;3;76
p09312801053;1;17
p09312801053;2;2
p09312801053;3;76
p09280300978;1;47
p08290708541;1;61
p09220801909;1;66
p09220801909;2;61
p08271501141;1;34
p09311109183;1;60
p09212601254;1;60
p09212601254;2;56
p09212601254;3;76
p09252303532;1;61
p09252303532;2;57
p09280400616;1;17
p09280400616;2;61
p08300903650;1;56
p08300903650;2;76
p09221401931;1;76
p09221401931;2;59
p08292503151;1;59
p08231304801;1;37
p09213001015;1;66
p09213001015;2;53
p09230210443;1;49
p08270812284;1;59
p09222405903;1;56
p09222405903;2;60
p09222405903;3;76
p07261701338;1;38
p09220308697;1;38
p09220308697;2;40
p09220507454;1;48
p09220507454;2;44
p09243004769;1;10
p09323004647;1;5
p09323004647;2;10
p09323004647;3;60
p09281700647;1;31
p09281700647;2;50
p09281700647;3;59
p08231406008;1;52
p09220404645;1;21
p09220404645;2;10
p09220404645;3;47
p08252300556;1;14
p07230200118;1;20
p09232401337;1;25
p09232401337;2;38
p09232401337;3;40
p09280601208;1;60
p09280601208;2;56
p09280601208;3;76
p09240207639;1;66
p09240207639;2;61
p09240207653;1;66
p09240207653;2;61
p07251101762;1;60
p08320700419;1;43
p09303005134;1;61
p09303005134;2;53
p09311402033;1;57
p09311402033;2;61
p08270803725;1;59
p08270803725;2;76
p08270803725;3;47
p09270603759;1;20
p09270603759;2;23
p09270603759;3;61
p08320801479;1;32
p08320801479;2;40
p08320801479;3;46
p08270101434;1;34
p08212800403;1;64
p08261901551;1;46
p09321010297;1;49
p09321010297;2;17
p09321010297;3;55
p08252812211;1;38
